qid,type,noun,label,object_description,form_description,design_description,includes,noun
Q102965613,ceramics,figure,Funerary figure in shape of a male head,Funerary figure in shape of a male head,,,,figure
Q102965617,textile,furoshiki,Furoshiki with a design of a triple arched bridge and a gate to a Shinto Shrine,Furoshiki,,of a triple arched bridge and a gate to a Shinto Shrine,,furoshiki
Q102965623,textile,cloth,"Furoshiki wrapping cloth with a design of good luck symbols and 100 characters meaning ""good luck""",Furoshiki wrapping cloth,,"of good luck symbols and 100 characters meaning ""good luck""",,cloth
Q102965635,ceramics,teapot,Futami-ga-ura teapot with a design of a square coin on the lid with matte finish,Futami-ga-ura teapot,,of a square coin on the lid with matte finish,,teapot
Q102965641,ceramics,teapot,Futami-ga-ura teapot with an abstract design of trees  incised on the sides,Futami-ga-ura teapot,,,an abstract design of trees  incised on the sides,teapot
Q102965677,sculpture,halberd,Ge halberd with a design in relief of a bird grasping a snake and cloud patterns,Ge halberd,,in relief of a bird grasping a snake and cloud patterns,,halberd
Q102965684,sculpture,halberd,Ge halberd with a design of a tiger and clouds,Ge halberd,,of a tiger and clouds,,halberd
Q102965690,work of art,panel,"Gilded carved wood panel with a design of two deer, bird and trees",Gilded carved wood panel,,"of two deer, bird and trees",,panel
Q102965697,ceramics,jar,"Ginger jar with lid with design in blue underglaze of character for double happiness, flowers and tendrils",Ginger jar with lid,,"in blue underglaze of character for double happiness, flowers and tendrils",,jar
Q102965703,ceramics,ware,Ginko leaf-shaped dish (Kyo-Yaki ware),Ginko leaf-shaped dish (Kyo-Yaki ware),,,,ware
Q102965725,textile,apron,"Girl's beaded apron with orange, green, and blue geometric patterns",Girl's beaded apron,,,"orange, green, and blue geometric patterns",apron
Q102965731,textile,apron,"Girl's beaded apron with red, yellow and blue geometric patterns",Girl's beaded apron,,,"red, yellow and blue geometric patterns",apron
Q102965737,ceramics,dish,Glazed ceramic dish with a design of an eggplant (Mashiko ware),Glazed ceramic dish,,of an eggplant (Mashiko ware),,dish
Q102965741,ceramics,ewer,Glazed ceramic ewer in the form of a duck (Sawankhalok ware),Glazed ceramic ewer,a duck (Sawankhalok ware),,,ewer
Q102965746,ceramics,pitcher,Glazed ceramic pitcher with brown spots,Glazed ceramic pitcher,,,brown spots,pitcher
Q102965751,ceramics,dish,Glazed dish,Glazed dish,,,,dish
Q102965758,ceramics,figurine,Glazed figurine of two ducks neck to neck,Glazed figurine of two ducks neck to neck,,,,figurine
Q102965763,ceramics,jar,Glazed grey jar with cylindrical neck,Glazed grey jar,,,cylindrical neck,jar
Q102965771,ceramics,jar,"Glazed jar with lid and painted design of stylized, abstract motifs",Glazed jar,,,"lid and painted design of stylized, abstract motifs",jar
Q102965780,ceramics,jar,Globular ginger jar,Globular ginger jar,,,,jar
Q102965783,ceramics,jar,Globular jar with a petal design,Globular jar,,,a petal design,jar
Q102965788,ceramics,jar,Globular storage jar,Globular storage jar,,,,jar
Q102965798,ceramics,jar,Globular storage jar with brown drip glaze,Globular storage jar,,,brown drip glaze,jar
Q102965829,ceramics,vase,Gourd-shaped vase with a design in blue underglaze of two dragons,Gourd-shaped vase,,in blue underglaze of two dragons,,vase
Q102965841,work of art,bowl,Green bowl with encrustations,Green bowl,,,encrustations,bowl
Q102965859,work of art,dish,Green jade dish,Green jade dish,,,,dish
Q102965876,ceramics,beaker,Hagi ware beaker with crackle glaze,Hagi ware beaker,,,crackle glaze,beaker
Q102965882,ceramics,vase,Hagi ware bottle vase,Hagi ware bottle vase,,,,vase
Q102965887,ceramics,bowl,Hagi ware bowl with fishnet design,Hagi ware bowl,,,fishnet design,bowl
Q102965898,ceramics,bowl,Hagi ware chawan (tea bowl),Hagi ware chawan (tea bowl),,,,bowl
Q102965905,ceramics,cup,Hagi ware cup,Hagi ware cup,,,,cup
Q102965912,work of art,comb,Hair comb with Indian and European figures,Hair comb,,,Indian and European figures,comb
Q102965951,work of art,stone,Handling Stone in the shape of a pomegranate branch with mature and immature fruit and blossom,Handling Stone,a pomegranate branch with mature and immature fruit and blossom,,,stone
Q102965977,ceramics,handwarmer,Handwarmer with design of flowers (kyo-yaki ware),Handwarmer,,of flowers (kyo-yaki ware),,handwarmer
Q102965988,ceramics,vase,Hanging vase with incised abstract design,Hanging vase,,,incised abstract design,vase
Q102966050,sculpture,head,Head of Buddha,Head of Buddha,,,,head
Q102966055,sculpture,head,Head of John the Baptist,Head of John the Baptist,,,,head
Q102966116,work of art,censer,Hexagonal Censer with a Floral Design and Chain,Hexagonal Censer,,,a Floral Design and Chain,censer
Q102966121,sculpture,box,Hexagonal Seal Ink Box with a Butterfly Family Crest on the Lid,Hexagonal Seal Ink Box,,,a Butterfly Family Crest on the Lid,box
Q102966127,ceramics,bowl,High-footed bowl,High-footed bowl,,,,bowl
Q102966180,sculpture,rider,Horse and Rider,Horse and Rider,,,,rider
Q102966229,ceramics,head,Human head,Human head,,,,head
Q102966251,sculpture,rubinstein,Ida Rubinstein,Ida Rubinstein,,,,rubinstein
Q102966293,ceramics,planter,Imari ware planter,Imari ware planter,,,,planter
Q102966335,sculpture,base,Incense burner base with four seated Buddhas with mandorlas,Incense burner base,,,four seated Buddhas with mandorlas,base
Q102966342,ceramics,kogo,Incense container (Kogo) in the form of a mythical beast,Incense container (Kogo),a mythical beast,,,kogo
Q102966350,ceramics,container,Incense container in the shape of a heart  with a design of a woman and a boy and a girl,Incense container in the shape of a heart,,of a woman and a boy and a girl,,container
Q102966396,work of art,stone,Ink stone with a design of grapes and grape leaf,Ink stone,,of grapes and grape leaf,,stone
Q102966406,work of art,case,Inro  (Medicine Case) with a Design of Autumn Flowers and Insects,Inro  (Medicine Case),,of Autumn Flowers and Insects,,case
Q102966413,work of art,case,"Inro  (Medicine Case) with a Design of Autumn Flowers, an Ojime (Closing Bead), and a Netsuke (Toggle) in the Form of a Noh Mask",Inro  (Medicine Case),,"of Autumn Flowers, an Ojime (Closing Bead), and a Netsuke (Toggle) in the Form of a Noh Mask",,case
Q102966419,work of art,case,"Inro  (Medicine Case) with a Design of Boats, Mountains, and Pine Trees-(See Notes)",Inro  (Medicine Case),,"of Boats, Mountains, and Pine Trees-(See Notes)",,case
Q102966427,work of art,case,"Inro  (Medicine Case) with a Design of Pine Trees, Ojime (Closing Bead), and Netsuke (Toggle)",Inro  (Medicine Case),,"of Pine Trees, Ojime (Closing Bead), and Netsuke (Toggle)",,case
Q102966433,work of art,container,Inro (Medicine Container) with a Landscape Design on Both Sides and a Netsuke (Toggle) in the Form of a Man Standing with Right Foot Raised,Inro (Medicine Container) with a Landscape Design on Both Sides and a Netsuke (Toggle),a Man Standing with Right Foot Raised,,,container
Q102966438,work of art,inro,"Inro with a design of a snail and bamboo with a drawstring bead in the form of a double gourd, with bone netsuke with inscription",Inro,,"of a snail and bamboo with a drawstring bead in the form of a double gourd, with bone netsuke with inscription",,inro
Q102966443,work of art,inro,Inro with ivory drawstring bead (ojime) and ivory netsuke with a design of a fruit,Inro with ivory drawstring bead (ojime) and ivory netsuke,,of a fruit,,inro
Q102966483,sculpture,deer,Iron Deer,Iron Deer,,,,deer
Q102966554,ceramics,plate,Izumo-yaki ware plate with a flower design in brown and white glazes,Izumo-yaki ware plate,,,a flower design in brown and white glazes,plate
Q102966576,work of art,cup,Jade drinking cup,Jade drinking cup,,,,cup
Q102966583,sculpture,sculpture,Jade sculpture of little boy riding on the back of carp,Jade sculpture of little boy riding on the back of carp,,,,sculpture
Q102966588,sculpture,vase,"Jade vase with deer, crane, and bat designs",Jade vase,,,"deer, crane, and bat designs",vase
Q102966595,work of art,cup,Jade wedding drinking cup,Jade wedding drinking cup,,,,cup
Q102966634,ceramics,jar,Jar,Jar,,,,jar
Q102966639,ceramics,jar,Jar with a raised scroll design at base with celadon glaze,Jar,,,a raised scroll design at base with celadon glaze,jar
Q102966646,ceramics,jar,Jar with jun (white) glaze,Jar,,,jun (white) glaze,jar
Q102966651,ceramics,jar,Jar with ormolu decoration,Jar,,,ormolu decoration,jar
Q102966659,ceramics,jar,Jar with straight neck and two loop handles with eight sets of five vertical ribs,Jar,,,straight neck and two loop handles with eight sets of five vertical ribs,jar
Q102966671,ceramics,jar,Jar with upper body brown glaze,Jar,,,upper body brown glaze,jar
Q102966721,work of art,box,Jewelry box with inlaid scene from Greek mythology,Jewelry box,,,inlaid scene from Greek mythology,box
Q102966728,ceramics,bowl,Jian ware dark glazed bowl,Jian ware dark glazed bowl,,,,bowl
Q102966735,ceramics,bowl,Jizhou ware conical bowl with olive green glaze,Jizhou ware conical bowl,,,olive green glaze,bowl
Q102966741,ceramics,bowl,Jizhou ware tea bowl with stylized plum blossoms,Jizhou ware tea bowl,,,stylized plum blossoms,bowl
Q102966767,ceramics,bowl,"Jun ware bowl with brown rim glaze pattern fading to blue on the interior and exterior, with drip pattern on exterior",Jun ware bowl,,,"brown rim glaze pattern fading to blue on the interior and exterior, with drip pattern on exterior",bowl
Q102966793,textile,roundels,K'o-ssu tapestry silk roundels depicting flowers in vases,K'o-ssu tapestry silk roundels,,flowers in vases,,roundels
Q102966811,work of art,kettle,Kama (cast iron tea kettle) with Paulownia leaves and flower design,Kama (cast iron tea kettle),,,Paulownia leaves and flower design,kettle
Q102966827,work of art,ornament,Kanzashi (Woman's Hair Ornament) (See Notes),Kanzashi (Woman's Hair Ornament) (See Notes),,,,ornament
Q102966833,work of art,ornament,Kanzashi (Woman's Hair Ornament) Comb with a Design of Branches of Flowers and Leaves,Kanzashi (Woman's Hair Ornament) Comb,,of Branches of Flowers and Leaves,,ornament
Q102966840,work of art,ornament,Kanzashi (Woman's Hair Ornament) Comb with a Design of Geese Flying Over Dew-Covered Grasses,Kanzashi (Woman's Hair Ornament) Comb,,of Geese Flying Over Dew-Covered Grasses,,ornament
Q102966851,work of art,ornament,Kanzashi (Woman's Hair Ornament) Comb with a Design of Kikyo (Chinese Balloon Flowers),Kanzashi (Woman's Hair Ornament) Comb,,of Kikyo (Chinese Balloon Flowers),,ornament
Q102966860,work of art,ornament,Kanzashi (Woman's Hair Ornament) Comb with Inlaid and Perforated Floral Motifs,Kanzashi (Woman's Hair Ornament) Comb,,,Inlaid and Perforated Floral Motifs,ornament
Q102966866,work of art,ornament,Kanzashi (Woman's Hair Ornament); Comb with a Design of Water and Chrysanthemums,Kanzashi (Woman's Hair Ornament); Comb,,of Water and Chrysanthemums,,ornament
Q102966871,work of art,ornament,Kanzashi (Woman's Hair Ornament); Comb with Appliqué Design of Lilies and an Ivory Motif of the Sun Rising Over Waves,Kanzashi (Woman's Hair Ornament); Comb,,,Appliqué Design of Lilies and an Ivory Motif of the Sun Rising Over Waves,ornament
Q102966879,ceramics,cup,Karatsu ware cup with an abstract bird design,Karatsu ware cup,,,an abstract bird design,cup
Q102966897,work of art,cap,Kashira (pummel cap) of a Japanese sword,Kashira (pummel cap) of a Japanese sword,,,,cap
Q102966901,work of art,pommel,Kashira (Sword Handle Pommel) with a Design of a Wind God,Kashira (Sword Handle Pommel),,of a Wind God,,pommel
Q102966906,ceramics,burner,Kayari (insect repellent incense burner) with green glazes,Kayari (insect repellent incense burner),,,green glazes,burner
Q102966911,work of art,tea,Kettle for tea with a knob in the shape of two No masks from Morioka,Kettle for tea with a knob,two No masks from Morioka,,,tea
Q102966925,textile,kimono,Kimono,Kimono,,,,kimono
Q102966961,ceramics,figure,Kneeling female figure in prayerful attitude with green glaze,Kneeling female figure in prayerful attitude,,,green glaze,figure
Q102966970,ceramics,container,Kogo (incense container) in the Form of a Lion,Kogo (incense container),a Lion,,,container
Q102966976,ceramics,container,Kogo (Incense Container) in the Form of a Pine Cone,Kogo (Incense Container),a Pine Cone,,,container
Q102966983,ceramics,container,Kogo (Incense container) in the shape of a boar's head,Kogo (Incense container),a boar's head,,,container
Q102966990,ceramics,container,Kogo (Incense Container) with a Design of a Chrysanthemum and Paulownia Leaves and Flowers,Kogo (Incense Container),,of a Chrysanthemum and Paulownia Leaves and Flowers,,container
Q102966997,work of art,container,Kogo (Incense Container) with a Design of a Family Crest with Three Leaves,Kogo (Incense Container),,of a Family Crest with Three Leaves,,container
Q102967011,work of art,container,Kogo (Incense Container) with a Design of a Lion Dog on the Lid and Peonies on the Bottom,Kogo (Incense Container),,of a Lion Dog on the Lid and Peonies on the Bottom,,container
Q102967019,ceramics,container,Kogo (Incense Container) with a Design of Bamboo Grass,Kogo (Incense Container),,of Bamboo Grass,,container
Q102967026,ceramics,container,Kogo (Incense Container) with a Flame-Shaped Lid,Kogo (Incense Container),,,a Flame-Shaped Lid,container
Q102967036,ceramics,container,Kogo (Incense Container) with a Floral Motif,Kogo (Incense Container),,,a Floral Motif,container
Q102967041,ceramics,container,Kogo (Incense Container) with Comma-Shaped Design on Lid,Kogo (Incense Container),,,Comma-Shaped Design on Lid,container
Q102967047,ceramics,container,Kogo (Lidded Incense Container),Kogo (Lidded Incense Container),,,,container
Q102967066,ceramics,jar,Kuan type jar with handles with green crackle glaze,Kuan type jar,,,handles with green crackle glaze,jar
Q102967071,sculpture,yin,Kuan Yin with Mandorla,Kuan Yin,,,Mandorla,yin
Q102967246,work of art,box,Lacquer box with inlaid coins and a design of lucky symbols with a staff and gourd,Lacquer box,,,inlaid coins and a design of lucky symbols with a staff and gourd,box
Q102967251,work of art,case,"Lacquer pipe case with pipe, drawstring bead (ojimi) with geometric",Lacquer pipe case,,,"pipe, drawstring bead (ojimi) with geometric",case
Q102967289,sculpture,lamp,Lamp with a human mask on lid,Lamp,,,a human mask on lid,lamp
Q102967878,work of art,pendant,Large eagle pendant,Large eagle pendant,,,,pendant
Q102967892,ceramics,plate,Large plate with auspicious symbols,Large plate,,,auspicious symbols,plate
Q102967902,currency,money,"Large type two-headed dragon Ch'ing (also referred to as ""chime"" or ""Bridge Money"")","Large type two-headed dragon Ch'ing (also referred to as ""chime"" or ""Bridge Money"")",,,,money
Q102968060,ceramics,bowl,Lidded bowl with a saucer (rose medallion ware),Lidded bowl,,,a saucer (rose medallion ware),bowl
