act_id,qid,filename,url
55405,,Rock_with_cross_in_%C5%A0umava_region.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Rock%20with%20cross%20in%20%C5%A0umava%20region.jpg
56833,,Rockers_in_the_Shaker_Village_at_Pleasant_Hill.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Rockers%20in%20the%20Shaker%20Village%20at%20Pleasant%20Hill.jpg
56202,,Rodin_Age_of_Bronze_Nasher_Dallas_feet.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Rodin%20Age%20of%20Bronze%20Nasher%20Dallas%20feet.jpg
55397,,Rodin_right_hand_p1070062.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Rodin%20right%20hand%20p1070062.jpg
54175,,Roemische_Sandale_fcm.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Roemische%20Sandale%20fcm.jpg
57249,Q1698794,Rogier_van_der_Weyden_-_The_Altar_of_St._John_-_Google_Art_Project.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Rogier%20van%20der%20Weyden%20-%20The%20Altar%20of%20St.%20John%20-%20Google%20Art%20Project.jpg
56311,,RomaSantaMariaMaggioreArcoTrionfaleDxRegistro3.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/RomaSantaMariaMaggioreArcoTrionfaleDxRegistro3.jpg
54974,,Roma_San_Clemente_Abside_Mosaico_Dettaglio7.JPG,http://commons.wikimedia.org/wiki/Special:FilePath/Roma%20San%20Clemente%20Abside%20Mosaico%20Dettaglio7.JPG
57855,,Romeria_de_los_Labradores_-_Santa_Luc%C3%ADa_de_Tirajana.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Romeria%20de%20los%20Labradores%20-%20Santa%20Luc%C3%ADa%20de%20Tirajana.jpg
55001,,Ronald_Rae_statue_-_geograph.org.uk_-_1027532.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Ronald%20Rae%20statue%20-%20geograph.org.uk%20-%201027532.jpg
55554,Q60474419,Rosa_Bonheur_-_Sangliers_dans_la_neige.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Rosa%20Bonheur%20-%20Sangliers%20dans%20la%20neige.jpg
56121,,Rossakiewicz_Appear.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Rossakiewicz%20Appear.jpg
56122,,Rossakiewicz_Last_Supper.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Rossakiewicz%20Last%20Supper.jpg
58370,,RossanoGospelsFolio007vGoodSamaritan.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/RossanoGospelsFolio007vGoodSamaritan.jpg
56497,,Rossano_Gospels_-_Cleansing_of_the_Temple.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Rossano%20Gospels%20-%20Cleansing%20of%20the%20Temple.jpg
55196,,Rossetti_wiese.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Rossetti%20wiese.jpg
55412,Q3926028,Rosso_Fiorentino_-_Madonna_dello_Spedalingo_-_Google_Art_Project.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Rosso%20Fiorentino%20-%20Madonna%20dello%20Spedalingo%20-%20Google%20Art%20Project.jpg
