qid,accession_number,dimension,type,label,creator,inception_val,inception_earliest_date_val,inception_latest_date_val,style_period,rights,media_url,status
Q103301924,1978.089,2D,artists book,"Kabuki Kitohajime, Volume 1",Q4233718,1762-01-01T00:00:00Z,,,,NO KNOWN COPYRIGHT,https://forum.jstor.org/assets/26754131/representation-view,inception prior to copyright cutoff
Q106577355,1978.061,2D,artists book,"Kaido Kyoka Awase (Comparision of Comic Poems on the Highway), Volume 2 of 2; illustrations for poems in Volume 1",Q11553926,1811-01-01T00:00:00Z,,,,NO KNOWN COPYRIGHT,https://forum.jstor.org/assets/26754103/representation-view,inception prior to copyright cutoff
Q106577356,1978.074,2D,artists book,"Kaigwai Jinbusto Shoden (Lives of Men of the Other Side of the Sea), five volumes",Q4233718,1853-01-01T00:00:00Z,,,,NO KNOWN COPYRIGHT,https://forum.jstor.org/assets/26754116/representation-view,inception prior to copyright cutoff
Q103551076,1978.110,2D,artists book,Karakasa (Paper Umbrella),Q4233718,,,,,NO KNOWN COPYRIGHT,https://forum.jstor.org/assets/26754152/representation-view,assessed to be out of copyright
Q105095967,1978.088,2D,artists book,Katchu Chakuyo Ben (About Armour and How to Wear It),,1808-01-01T00:00:00Z,,,,NO KNOWN COPYRIGHT,https://forum.jstor.org/assets/26754130/representation-view,inception prior to copyright cutoff
Q103302076,,2D,artists book,"Keinen Shuga Jo (Keinen's Book of Painting Illustrations), Vol. V",,,,,,,,
Q103302083,1978.045,2D,artists book,"Keisai Ukiyo Gafu (The Book of Keisai's Popular Pictures), Volume 1 of 10",Q3046492,,,,,NO KNOWN COPYRIGHT,https://forum.jstor.org/assets/26754087/representation-view,artist died before copyright cutoff
Q102966937,1978.136,2D,artists book,"Kinchakuzan Hukuzanji Ni Hiromaru Shishu, Volume 3",Q4233718,,,,,NO KNOWN COPYRIGHT,https://forum.jstor.org/assets/26754178/representation-view,assessed to be out of copyright
Q106577360,1978.128,2D,artists book,Kintoki Shutse Oogi,Q4233718,,,,,NO KNOWN COPYRIGHT,https://forum.jstor.org/assets/26754170/representation-view,assessed to be out of copyright
Q103302166,,2D,artists book,Koeki Oedo Ezu,,,,,,,,
Q103302182,1978.078,2D,artists book,Kojitsuke,Q4233718,,,,,NO KNOWN COPYRIGHT,https://forum.jstor.org/assets/26754120/representation-view,assessed to be out of copyright
Q106577361,1978.156,2D,artists book,"Komo Zatsuwa, Volume 2",,,,,,NO KNOWN COPYRIGHT,https://forum.jstor.org/assets/26754198/representation-view,assessed to be out of copyright
Q106577362,1978.104,2D,artists book,Kozo Shiso,Q4233718,1831-01-01T00:00:00Z,,,,NO KNOWN COPYRIGHT,https://forum.jstor.org/assets/26754146/representation-view,inception prior to copyright cutoff
Q103302200,1978.085,2D,artists book,"Kunmo Zui (A Collection of Pictures for Primary Instructions), Volumes 1-3, 5-10",Q87666227,1789-01-01T00:00:00Z,,,,NO KNOWN COPYRIGHT,https://forum.jstor.org/assets/26754127/representation-view,inception prior to copyright cutoff
Q103302218,1978.148,2D,artists book,Kyaku shu Kantan Kyo,Q4233718,1786-01-01T00:00:00Z,,,,NO KNOWN COPYRIGHT,https://forum.jstor.org/assets/26754190/representation-view,inception prior to copyright cutoff
Q106577363,1978.071,2D,artists book,"Kyo Warabe (Kyoto Boys), Volume 6 of 6",Q105090031,1658-01-01T00:00:00Z,,,,NO KNOWN COPYRIGHT,https://forum.jstor.org/assets/26754113/representation-view,inception prior to copyright cutoff
Q106577364,1978.069,2D,artists book,Kyochuzan (Mountains of the Heart),Q3076784,1809-01-01T00:00:00Z,,,,NO KNOWN COPYRIGHT,https://forum.jstor.org/assets/26754111/representation-view,inception prior to copyright cutoff
Q106577365,1978.153,2D,artists book,Kyoga Shu with accordion folding pages,Q3109209,1888-01-01T00:00:00Z,,,,NO KNOWN COPYRIGHT,https://forum.jstor.org/assets/26754195/representation-view,inception prior to copyright cutoff
Q103302223,1978.152abc,2D,artists book,Kyokun Gamaku Sodachi,Q4233718,1791-01-01T00:00:00Z,,,,NO KNOWN COPYRIGHT,https://forum.jstor.org/assets/26754194/representation-view,inception prior to copyright cutoff
Q103302228,1978.111a,2D,artists book,Kyosai Gaden Gaihen (First Part),Q2838030,1887-01-01T00:00:00Z,,,,NO KNOWN COPYRIGHT,https://forum.jstor.org/assets/26754153/representation-view,inception prior to copyright cutoff
Q105095909,,2D,artists book,"La Bruixa Catalana: Aplec de casos de bruixeria, creences i supersticions recollits a Catalunya a l'entorn dels anys 1864 a 1915 (Dedicated book)",,,,,,,,
Q103302329,1967.002a,2D,artists book,"La Passion Selon St. Jean, No. 285",Q59525409,1944-01-01T00:00:00Z,,,,COPYRIGHT NOT EVALUATED,https://forum.jstor.org/assets/26753535/representation-view,inception was after copyright cutoff
Q103304587,2003.047,2D,artists book,Les Olympiques,Q82291,1943-01-01T00:00:00Z,,,,,https://forum.jstor.org/assets/26758946/representation-view,inception was after copyright cutoff
Q104032145,2003.003a,2D,artists book,Llambrec Material (Material Glance),Q158099,1975-01-01T00:00:00Z,,,,,https://forum.jstor.org/assets/26758871/representation-view,inception was after copyright cutoff
Q104032147,2003.003b,2D,artists book,Llambrec Material (Material Glance),Q158099,1975-01-01T00:00:00Z,,,,,https://forum.jstor.org/assets/26758872/representation-view,inception was after copyright cutoff
Q104032148,2003.003c,2D,artists book,Llambrec Material (Material Glance),Q158099,1975-01-01T00:00:00Z,,,,,https://forum.jstor.org/assets/26758873/representation-view,inception was after copyright cutoff
Q104032150,2003.003d,2D,artists book,Llambrec Material (Material Glance),Q158099,1975-01-01T00:00:00Z,,,,,https://forum.jstor.org/assets/26758874/representation-view,inception was after copyright cutoff
Q104032152,2003.003e,2D,artists book,Llambrec Material (Material Glance),Q158099,1975-01-01T00:00:00Z,,,,,https://forum.jstor.org/assets/26758875/representation-view,inception was after copyright cutoff
Q104032156,2003.003f,2D,artists book,Llambrec Material (Material Glance),Q158099,1975-01-01T00:00:00Z,,,,,https://forum.jstor.org/assets/26758876/representation-view,inception was after copyright cutoff
Q104032158,2003.003g,2D,artists book,Llambrec Material (Material Glance),Q158099,1975-01-01T00:00:00Z,,,,,https://forum.jstor.org/assets/26758877/representation-view,inception was after copyright cutoff
Q104032161,2003.003h,2D,artists book,Llambrec Material (Material Glance),Q158099,1975-01-01T00:00:00Z,,,,,https://forum.jstor.org/assets/26758878/representation-view,inception was after copyright cutoff
Q104032163,2003.003i,2D,artists book,Llambrec Material (Material Glance),Q158099,1975-01-01T00:00:00Z,,,,,https://forum.jstor.org/assets/26758879/representation-view,inception was after copyright cutoff
Q104032164,2003.003j,2D,artists book,Llambrec Material (Material Glance),Q158099,1975-01-01T00:00:00Z,,,,,https://forum.jstor.org/assets/26758880/representation-view,inception was after copyright cutoff
Q104032167,2003.003k,2D,artists book,Llambrec Material (Material Glance),Q158099,1975-01-01T00:00:00Z,,,,,https://forum.jstor.org/assets/26758881/representation-view,inception was after copyright cutoff
Q104032168,2003.003l,2D,artists book,Llambrec Material (Material Glance),Q158099,1975-01-01T00:00:00Z,,,,,https://forum.jstor.org/assets/26758882/representation-view,inception was after copyright cutoff
Q103304858,1978.092,2D,artists book,"Mai So Ho Taizen (On Physiognomy, Eyebrows, Eyes and Noses)",Q4233718,1779-01-01T00:00:00Z,1778-01-01T00:00:00Z,1779-01-01T00:00:00Z,,NO KNOWN COPYRIGHT,https://forum.jstor.org/assets/26754134/representation-view,inception prior to copyright cutoff
Q102968401,1978.139,2D,artists book,Map of Edo,Q4233718,1787-01-01T00:00:00Z,,,,NO KNOWN COPYRIGHT,https://forum.jstor.org/assets/26754181/representation-view,inception prior to copyright cutoff
Q103305025,,2D,artists book,Map of Yamashiro Prefecture (Southern part of Kyoto),,,,,,,,
Q103305124,1978.050,2D,artists book,Masu Kagami (A Manual for Young Girls),Q4233718,,,,,NO KNOWN COPYRIGHT,https://forum.jstor.org/assets/26754092/representation-view,assessed to be out of copyright
Q103305294,,2D,artists book,Miró (Dedicated book),,,,,,,,
Q103305300,,2D,artists book,"Miró: Pintures, dibuixos, collages i objectes (Dedicated book)",,,,,,,,
Q106577375,1978.145,2D,artists book,Miyako E Makan,Q3074364,1791-01-01T00:00:00Z,1761-01-01T00:00:00Z,1820-01-01T00:00:00Z,,NO KNOWN COPYRIGHT,https://forum.jstor.org/assets/26754187/representation-view,inception prior to copyright cutoff
Q106577387,1978.073,2D,artists book,"Morokoshi Kinmo Zui (Illustrated Encyclopedia on China), Volumes 6 through 8 of 14 (bound together)",Q11544230,1719-01-01T00:00:00Z,,,,NO KNOWN COPYRIGHT,https://forum.jstor.org/assets/26754115/representation-view,inception prior to copyright cutoff
Q103305608,1978.147,2D,artists book,"Mukashi (Ehon) Monogatari, Volume 1",Q590523,,,,,NO KNOWN COPYRIGHT,https://forum.jstor.org/assets/26754189/representation-view,artist died before copyright cutoff
Q106577392,1978.103a,2D,artists book,"Nihon Mohitsu Gacho (Nippon Paintbrush Picture Album), Volume 1",Q11619850,1900-01-01T00:00:00Z,,,,NO KNOWN COPYRIGHT,https://forum.jstor.org/assets/26754145/representation-view,inception prior to copyright cutoff
Q103305869,1978.053,2D,artists book,Nijushi-Ko Zue (Pictorial Accounts of the Four Examples of Filial Piety),Q5586,1822-01-01T00:00:00Z,,,,NO KNOWN COPYRIGHT,https://forum.jstor.org/assets/26754095/representation-view,inception prior to copyright cutoff
Q103305879,1978.112abc,2D,artists book,"Ninso Mizukagami Shu (On Physiognomy), Volumes 1,2 and 3",Q4233718,1757-01-01T00:00:00Z,,,,NO KNOWN COPYRIGHT,https://forum.jstor.org/assets/26754154/representation-view,inception prior to copyright cutoff
Q105095770,2004.056,2D,artists book,"October Foundation, Galerie Lydie Rekow, Crest, France",,2003-01-01T00:00:00Z,,,,,https://forum.jstor.org/assets/26759028/representation-view,inception was after copyright cutoff
Q105095767,2004.055,2D,artists book,"October Foundation, Galerie Stadtpark, Krems, Austria",,2001-01-01T00:00:00Z,,,,,https://forum.jstor.org/assets/26759027/representation-view,inception was after copyright cutoff
Q103306088,1999.142,2D,artists book,Ocular Proofs,Q100960618,1996-01-01T00:00:00Z,,,,,https://forum.jstor.org/assets/26758322/representation-view,inception was after copyright cutoff
Q106577398,1978.082,2D,artists book,"Ogura Hyakushu Ruidai Hanashi (stories with the poems of Hyakunin Isshu taken as the titles), Volume 2 of 3",Q11514864,1823-01-01T00:00:00Z,,,,NO KNOWN COPYRIGHT,https://forum.jstor.org/assets/26754124/representation-view,inception prior to copyright cutoff
Q106577400,1978.099,2D,artists book,"Oranda Sanbutsu Ko, Volumes 2 and 3",Q4233718,,,,,NO KNOWN COPYRIGHT,https://forum.jstor.org/assets/26754141/representation-view,assessed to be out of copyright
Q105095965,1978.105a,2D,artists book,"Osana Etoki Bankoku Banashi, Volume 1",,,,,,NO KNOWN COPYRIGHT,https://forum.jstor.org/assets/26754147/representation-view,assessed to be out of copyright
Q106577401,1978.064,2D,artists book,Oson Gafu (Album of Pictures by Oson),Q3469342,1817-01-01T00:00:00Z,,,,NO KNOWN COPYRIGHT,https://forum.jstor.org/assets/26754106/representation-view,inception prior to copyright cutoff
Q105095959,1978.130,2D,artists book,Pictures of Kabuki Actors,,1807-01-01T00:00:00Z,,,,NO KNOWN COPYRIGHT,https://forum.jstor.org/assets/26754172/representation-view,inception prior to copyright cutoff
Q106577413,1980.061,2D,artists book,Red Bird,Q94065651,1979-01-01T00:00:00Z,,,,,https://forum.jstor.org/assets/26755505/representation-view,inception was after copyright cutoff
Q105095970,1978.086,2D,artists book,Ryuko Meibutsu Shi (Noted Products of the Willow Street),,1834-01-01T00:00:00Z,,,,NO KNOWN COPYRIGHT,https://forum.jstor.org/assets/26754128/representation-view,inception prior to copyright cutoff
Q106577419,1978.166,2D,artists book,Saiken,Q4233718,,,,,NO KNOWN COPYRIGHT,https://forum.jstor.org/assets/26754208/representation-view,assessed to be out of copyright
Q103307871,1978.042,2D,artists book,Sankai Meisan Zue (Illustration of the Noted Products of Land & Sea),Q11621791,1799-01-01T00:00:00Z,,,,NO KNOWN COPYRIGHT,https://forum.jstor.org/assets/26754084/representation-view,inception prior to copyright cutoff
Q105092083,1978.044,2D,artists book,Sanno Shinki (Views of Mt. Fuji),Q11467416,1822-01-01T00:00:00Z,,,,NO KNOWN COPYRIGHT,https://forum.jstor.org/assets/26754086/representation-view,inception prior to copyright cutoff
Q106577421,1978.129,2D,artists book,"Sayo Arashi, Volume 6",Q4233718,,,,,NO KNOWN COPYRIGHT,https://forum.jstor.org/assets/26754171/representation-view,assessed to be out of copyright
Q106577422,1978.098,2D,artists book,"Sayoarashi, Volume 10",Q4233718,1698-01-01T00:00:00Z,,,,NO KNOWN COPYRIGHT,https://forum.jstor.org/assets/26754140/representation-view,inception prior to copyright cutoff
Q106577424,1978.122,2D,artists book,Shibai Nendaiki,,1811-01-01T00:00:00Z,,,,NO KNOWN COPYRIGHT,https://forum.jstor.org/assets/26754164/representation-view,inception prior to copyright cutoff
Q106577425,1978.097,2D,artists book,Shichifukujin Daisuten (Seven Gods of Good Fortune),Q4233718,1781-01-01T00:00:00Z,,,,NO KNOWN COPYRIGHT,https://forum.jstor.org/assets/26754139/representation-view,inception prior to copyright cutoff
Q103308345,1978.117ab,2D,artists book,Shikatake Sasaimon Koden Mukashi,Q11620184,1683-01-01T00:00:00Z,,,,NO KNOWN COPYRIGHT,https://forum.jstor.org/assets/26754159/representation-view,inception prior to copyright cutoff
Q103308359,1978.113,2D,artists book,Shin Mizudori Ki,Q467427,1809-01-01T00:00:00Z,,,,NO KNOWN COPYRIGHT,https://forum.jstor.org/assets/26754155/representation-view,inception prior to copyright cutoff
Q106577426,1978.126,2D,artists book,Shin Ryakuga (sketch),Q4233718,1814-01-01T00:00:00Z,,,,NO KNOWN COPYRIGHT,https://forum.jstor.org/assets/26754168/representation-view,inception prior to copyright cutoff
Q103308368,1978.080bce,2D,artists book,"Shinbai Kinmo Zui (The Illustrated Encyclopedia of the Theatre), Volumes 2,3 and 5 (Books 3,4,5, 7 and 8)",Q3194229,1803-01-01T00:00:00Z,,,,NO KNOWN COPYRIGHT,https://forum.jstor.org/assets/26754122/representation-view,inception prior to copyright cutoff
Q103308386,1978.043,2D,artists book,"Shinji Ando (Festival of Lanterns), Volume 4 of 5",Q3004216,1842-01-01T00:00:00Z,,,,NO KNOWN COPYRIGHT,https://forum.jstor.org/assets/26754085/representation-view,inception prior to copyright cutoff
Q103308391,1978.052,2D,artists book,Shinji Ando (Shohen) (Festival of Lanterns); first in series of five,Q11438243,1829-01-01T00:00:00Z,,,,NO KNOWN COPYRIGHT,https://forum.jstor.org/assets/26754094/representation-view,inception prior to copyright cutoff
Q106577427,1978.164,2D,artists book,Shinzo E Ruiko (Ukiyo E Ruiko),Q4233718,,,,,NO KNOWN COPYRIGHT,https://forum.jstor.org/assets/26754206/representation-view,assessed to be out of copyright
Q102971440,1978.163,2D,artists book,Shinzo Ukiyo E Ruiko,Q4233718,,,,,NO KNOWN COPYRIGHT,https://forum.jstor.org/assets/26754205/representation-view,assessed to be out of copyright
Q106577428,1978.168,2D,artists book,Sho Shiki Gakan (Writing Instructions ),Q3197564,1795-01-01T00:00:00Z,,,,NO KNOWN COPYRIGHT,https://forum.jstor.org/assets/26754210/representation-view,inception prior to copyright cutoff
Q103308426,1978.132,2D,artists book,Shokuni Gakyo Utaawase,Q4233718,,,,,NO KNOWN COPYRIGHT,https://forum.jstor.org/assets/26754174/representation-view,assessed to be out of copyright
Q106577429,1978.121,2D,artists book,Sketches of Animals,,,,,,NO KNOWN COPYRIGHT,https://forum.jstor.org/assets/26754163/representation-view,assessed to be out of copyright
Q106577431,1978.135,2D,artists book,"Soga Kamakura Hikyaku, Volume 5",Q4233718,1716-01-01T00:00:00Z,,,,NO KNOWN COPYRIGHT,https://forum.jstor.org/assets/26754177/representation-view,inception prior to copyright cutoff
Q105092108,1978.081ab,2D,artists book,Soken Ryakuga (Sketches by Soken),Q11467416,,,,,NO KNOWN COPYRIGHT,https://forum.jstor.org/assets/26754123/representation-view,artist died before copyright cutoff
Q105092114,1995.052,2D,artists book,"Spleen (After Baudelaire):  A New Translation of Baudelaire's Poem, and Seven Photographs",Q105090424,1984-01-01T00:00:00Z,,,,,https://forum.jstor.org/assets/26757646/representation-view,inception was after copyright cutoff
